"callsign","firstTransmissionDate","flag","geartype","id","imo","lastTransmissionDate","mmsi","msgCount","posCount","shipname","source","vesselType","years","dataset","score"
"IIQB2","2014-08-02T16:45:38Z","ITA","drifting_longlines","f2ed32211-1288-9a69-cb67-75b71e87a765",27710,"2016-06-26T07:30:26Z",247305860,177109,12480,"","AIS","Fishing","list(2014, 2015, 2016)","public-global-fishing-vessels:v20201001",90.999695
NA,"2014-02-01T08:37:35Z","MLT","fishing","87b794df6-6a5c-af22-f848-93cb4c04c2b3",NA,"2022-02-22T21:44:52.96Z",256000058,174,52,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"9H7793","2013-04-18T10:55:30Z","MLT","fishing","41e7a820d-dd0a-b550-1bb6-f91225236b0d",0,"2023-05-14T06:20:01Z",256000058,12163001,397261,"MADONNA DI POMPEI","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"9H7793","2023-05-16T07:47:59Z","MLT","fishing","bc6cbea6e-e269-a7a3-e292-c906bfd391c1",8532839,"2023-11-06T09:47:18Z",256000058,607282,74961,"MADONNA DI POMPEI","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",93.01021
"","2017-06-19T22:14:35Z","MLT","drifting_longlines","b4a89574a-acfe-9dad-d1f0-6885d2010f17",0,"2023-10-02T10:08:24Z",249000860,1114249,64352,"LORENZO","AIS","Fishing","list(2017, 2018, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-08-16T18:21:22Z","MLT","drifting_longlines","02ae1c1e9-91b5-8f26-efc0-53da88552777",NA,"2022-04-12T09:13:31Z",249000860,642,97,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2022)","public-global-fishing-vessels:v20201001",93.01021
"9H5120","2013-04-09T13:34:27Z","MLT","drifting_longlines","c4d4a7120-08d8-b7f6-04f8-855ce6d50378",0,"2017-06-18T09:05:37Z",249000860,1080634,52098,"LORENZO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"F Q B N","2012-01-01T00:10:39Z","FRA","purse_seines","0b8e5f116-6510-8d70-5ff8-481340b07447",0,"2015-08-06T22:38:15Z",226247000,32299662,104662,"F/V J.M.CHRISTIAN 6","AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
"F Q B N","2015-05-28T17:27:30Z","FRA","purse_seines","3943e1e09-9285-cb90-749c-8c5024f24983",9096571,"2023-11-26T23:58:09Z",226247000,131931622,1040867,"F/V J.M.CHRISTIAN 6","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-06-13T13:45:55Z","ESP","drifting_longlines","6a75b03df-fe71-20a6-60a9-ca253872396e",NA,"2022-04-09T10:21:00.47Z",224120850,4805,402,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4198","2013-06-23T02:49:06Z","ESP","drifting_longlines","6a6333498-8c98-c4e3-9eee-0346981c3f1e",0,"2023-11-26T23:59:08Z",224120850,20660476,458659,"FLORMAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2015-01-20T02:56:45Z","ESP","trawlers","9b09cf916-64bb-dba4-ad24-44b3c0590a8e",0,"2019-02-08T14:40:52Z",224055330,32941,5629,"MARISITA SEGUNDA","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019)","public-global-fishing-vessels:v20201001",93.01021
"EA2759","2013-09-29T13:05:15Z","ESP","trawlers","7eb41aa9b-b722-19d5-b217-9e48854be242",0,"2023-11-24T15:41:28Z",224055330,197850,47668,"MARISITA SEGUNDA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-09-17T11:28:26Z","ESP","trawlers","a0a8f7cec-c628-0622-8de0-e8a8d318c561",NA,"2023-04-11T06:26:37Z",224055330,271,45,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EA2455","2013-09-17T14:06:53Z","ESP","trawlers","15e05f29c-c5ea-5d58-8f7c-972472cc8e25",0,"2023-11-09T15:31:54Z",224095950,270783,57147,"ES REFALAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"EB5408","2014-05-19T03:12:16Z","ESP","trawlers","de3ceb0e4-4acb-4f97-bd6e-f1849c977086",0,"2023-11-24T14:29:56Z",224144890,469749,92647,"BALEAR SEGUNDO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2013-11-19T11:09:19Z","ESP","set_gillnets","a0a4f1863-31e4-fd32-a642-6cafaaae98ac",0,"2014-06-13T08:04:12Z",224214890,22426,3544,"224214890","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"EB6993","2014-04-28T04:35:29Z","ESP","trawlers","86e347c4a-a717-149c-8329-3d22d7974a3d",0,"2023-10-25T11:29:22Z",224249780,218077,39722,"MARJUPE SEGUNDO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"EB2760","2015-12-01T07:26:54Z","ESP","drifting_longlines","d3ddbe5db-b19c-c1e8-0e58-a58e1062fe58",NA,"2023-11-26T14:37:09Z",224432460,2137741,207223,"BELMONTE QUIFES","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2016-04-15T22:48:25Z","ESP","drifting_longlines","648b05fc5-5a8b-97e6-ea36-9047e99d4855",NA,"2019-04-29T16:25:25Z",224432460,4473,525,NA,"AIS","Fishing","list(2016, 2017, 2018, 2019)","public-global-fishing-vessels:v20201001",95.701996
"EA5495","2014-04-01T08:47:48Z","ESP","drifting_longlines","dc04eaada-a4df-1795-6026-6b9a2e2fff56",0,"2021-03-17T15:38:33Z",224033650,463665,4656,"NUEVO MARTINA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"EA5495","2014-04-09T08:15:34Z","ESP","drifting_longlines","5ece5ff6b-bdff-053c-3368-bc9467fc1883",0,"2017-04-18T17:33:22Z",224033650,1888698,54778,"HNOS MARTINEZ TRES","AIS","Fishing","list(2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"EA5495","2017-04-24T11:40:47Z","ESP","drifting_longlines","b5f1cebbf-f2da-25f7-8dfc-9ddf49d474ce",0,"2023-11-26T23:59:55Z",224033650,43501362,452864,"NUEVO MARTINA","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
NA,"2014-02-01T08:37:35Z","MLT","fishing","87b794df6-6a5c-af22-f848-93cb4c04c2b3",NA,"2022-02-22T21:44:52.96Z",256000058,174,52,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"9H7793","2013-04-18T10:55:30Z","MLT","fishing","41e7a820d-dd0a-b550-1bb6-f91225236b0d",0,"2023-05-14T06:20:01Z",256000058,12163001,397261,"MADONNA DI POMPEI","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"9H7793","2023-05-16T07:47:59Z","MLT","fishing","bc6cbea6e-e269-a7a3-e292-c906bfd391c1",8532839,"2023-11-06T09:47:18Z",256000058,607282,74961,"MADONNA DI POMPEI","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",93.01021
"EA4854","2014-05-13T08:02:19Z","ESP","drifting_longlines","2c1b8b56f-f1a8-1365-bd1b-d8e893e2cb4f",0,"2022-10-20T15:13:23Z",224010120,1218095,114845,"TIO MICHEL","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2014-10-29T12:50:56Z","ESP","drifting_longlines","f251420b0-05da-34a8-131d-e3800874d648",NA,"2022-05-16T18:33:12.75Z",224010120,2400,252,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2016-04-02T03:07:46Z","ESP","drifting_longlines","5e0afb472-2d8e-90e4-6832-0b35b7013000",NA,"2022-04-17T14:35:14Z",224306480,507,91,NA,"AIS","Fishing","list(2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"","2014-05-01T19:52:06Z","ESP","drifting_longlines","c8d38bc36-6894-560f-2e9b-d1404fde2261",NA,"2023-11-26T23:43:09Z",224306480,700865,103799,"MOBYDICK TRES","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA4112","2013-06-19T11:35:56Z","ESP","drifting_longlines","f5812fc4f-f419-9ce0-1611-06df3add610e",0,"2020-07-08T06:39:53Z",224099560,349998,31371,"VICENTE AGUADO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","public-global-fishing-vessels:v20201001",90.999695
NA,"2014-09-21T16:47:04Z","ESP","drifting_longlines","aa53d1979-987a-4d59-04f1-c2c14341ad1d",NA,"2022-10-24T07:45:02Z",224099560,1477,342,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",90.999695
"","2020-07-09T11:25:57Z","ESP","drifting_longlines","302fc3325-58af-1064-5372-7de324af7298",0,"2023-04-21T09:47:39Z",224099560,4368922,81964,"VICCENTE AGUADO","AIS","Fishing","list(2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
"","2023-04-28T10:38:50Z","ESP","drifting_longlines","d3a90020e-e783-36c9-3553-e4eee6177d0a",0,"2023-11-26T23:58:29Z",224099560,19158349,191526,"MAR DE ROQUETAS","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",90.999695
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-02-20T16:32:23Z","ESP","drifting_longlines","47c89d2ba-a73f-088d-0cd2-003647e6f852",NA,"2023-04-28T10:16:02Z",224031340,1733,347,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA5637","2013-04-11T07:31:20Z","ESP","drifting_longlines","6bde0249d-d49c-84a1-65c5-dcfdf4241841",0,"2023-11-26T23:59:02Z",224031340,3175910,269233,"ANTONIO Y ANGELITA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-03-21T18:06:10Z","ESP","drifting_longlines","a3170aafd-d25d-9278-d2a6-4029a26ebb23",NA,"2016-07-20T21:57:34Z",224148760,16375,1277,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",93.01021
"EA7631","2013-05-06T16:19:09Z","ESP","drifting_longlines","242a11b2e-ef34-cb2e-3514-e16ca745aeed",0,"2017-12-28T14:50:00Z",224148760,827591,57248,"N ENCARNACION CANADA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"EA763","2017-12-31T22:36:16Z","ESP","drifting_longlines","0c6f89f51-1e4b-f656-f2d8-9eab95aebb0e",0,"2023-11-26T23:57:33Z",224148760,51087632,804928,"N ENCARNACION CANADA","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2014-05-19T23:40:43Z","ESP","drifting_longlines","9784adf54-449d-2438-233a-cb57bd29ea52",0,"2023-11-21T09:35:11Z",224241730,2291414,188272,"MORENO TORRES","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2015-09-12T02:43:03Z","ESP","drifting_longlines","40dd68b7f-fc52-0c6b-79db-a3b732fc19f5",NA,"2023-03-17T08:24:35Z",224241730,132,21,NA,"AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-06-13T13:45:55Z","ESP","drifting_longlines","6a75b03df-fe71-20a6-60a9-ca253872396e",NA,"2022-04-09T10:21:00.47Z",224120850,4805,402,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4198","2013-06-23T02:49:06Z","ESP","drifting_longlines","6a6333498-8c98-c4e3-9eee-0346981c3f1e",0,"2023-11-26T23:59:08Z",224120850,20660476,458659,"FLORMAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"F Q B N","2012-01-01T00:10:39Z","FRA","purse_seines","0b8e5f116-6510-8d70-5ff8-481340b07447",0,"2015-08-06T22:38:15Z",226247000,32299662,104662,"F/V J.M.CHRISTIAN 6","AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
"F Q B N","2015-05-28T17:27:30Z","FRA","purse_seines","3943e1e09-9285-cb90-749c-8c5024f24983",9096571,"2023-11-26T23:58:09Z",226247000,131931622,1040867,"F/V J.M.CHRISTIAN 6","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2012-04-23T13:23:11Z","ITA","trawlers","d1180795e-edb8-ebbc-9604-98ebf6ed9f34",NA,"2022-01-25T21:21:47Z",247145250,1497,204,NA,"AIS","Fishing","list(2013, 2014, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",90.999695
"ILQD","2016-09-17T21:40:54Z","ITA","trawlers","ad6ecb39d-dac2-e9b9-41a0-d5ebc0af997d",0,"2022-07-05T07:18:56Z",247145250,4296769,163440,"ANNA MADRE","AIS","Fishing","list(2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",90.999695
"ILQD","2012-05-27T06:46:48Z","ITA","trawlers","24715f16b-b227-48d6-4a36-ec556da9f344",0,"2016-07-19T21:15:04Z",247145250,447609,23840,"MEDITERRANEO PRIMO","AIS","Fishing","list(2013, 2014, 2016)","public-global-fishing-vessels:v20201001",90.999695
"ILQD","2022-07-07T07:02:05Z","ITA","trawlers","e20de1731-1ed1-9244-8585-75ca38a6cdc7",0,"2023-11-26T23:25:45Z",247145250,2433557,126196,"GIUSEPPE GAIA","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
NA,"2012-05-29T23:02:43Z","ITA","trawlers","c3aa92753-3366-1471-2f46-1917d001966b",NA,"2022-10-20T23:50:18Z",247147590,2062,190,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"IPMU","2012-06-06T08:40:53Z","ITA","trawlers","105429522-2228-d03f-0a67-bd557a0c4913",0,"2023-11-26T23:58:52Z",247147590,11938813,277418,"GEMMA PRIMA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2021-06-11T23:07:17Z","ITA","trawlers","20d8b21db-b50d-ac7e-81d6-9a28c7cfd595",0,"2022-04-19T05:55:23.86Z",247147590,368076,17221,"GEMMA PRIMA","AIS","Fishing","list(2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
NA,"2012-08-18T10:30:27Z","ITA","fishing","fed34ed5e-e9ab-1d07-5bf1-51eab63f9020",NA,"2021-10-01T20:44:02Z",247155180,674,130,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"IFQM","2012-06-28T16:59:41Z","ITA","fishing","fa591cdf6-6a65-a540-e195-746ffb82569b",0,"2023-11-26T23:58:19Z",247155180,1747539,99450,"NATALINO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2020-11-10T09:39:03Z","ITA","fishing","ba9ff906f-ffad-02ad-9dee-65856dd1da25",0,"2022-04-22T09:53:27.29Z",247155180,733015,41009,"NATALINO","AIS","Fishing","list(2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
NA,"2014-05-06T03:42:53Z","ESP","drifting_longlines","8ce277ff6-68a1-a7fd-4fd7-5ed0f57f4c43",NA,"2021-04-30T10:40:31Z",224122560,455,88,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",95.701996
"EA 3548","2014-05-26T14:09:06Z","ESP","drifting_longlines","271d534a5-5e03-58e9-4f97-357108801fe6",0,"2023-11-26T23:58:00Z",224122560,17774319,489311,"NUEVO MIRANDILLA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2020-05-09T14:09:51Z","CHN","set_longlines","3a0a43d06-6c8e-82b6-c60e-8497f07542a8",NA,"2020-05-16T19:44:59Z",413524125,1489,182,"52412-15 60%","AIS","Fishing","list(2020)","public-global-fishing-vessels:v20201001",9.49397
"EA4860","2014-05-19T15:40:48Z","ESP","drifting_longlines","778069479-9da3-7abc-82fb-5766420aafb2",0,"2016-02-18T07:09:38Z",224106220,353042,20072,"HNS FERNANDEZ DIAZ","AIS","Fishing","list(2014, 2015, 2016)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2016-02-17T02:22:42Z","ESP","drifting_longlines","fefaec132-2b7c-a92f-ed10-98fc08b33397",0,"2017-11-21T20:19:12Z",224106220,983007,39883,"HNS FERNANDEZ DIAZ","AIS","Fishing","list(2016, 2017)","public-global-fishing-vessels:v20201001",86.913086
NA,"2014-04-07T00:08:29Z","ESP","drifting_longlines","e4f1553bd-da6d-1340-fa8c-dd57d200f980",NA,"2023-03-09T11:54:38Z",224106220,13700,3612,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",86.913086
"FISH","2017-11-30T12:37:31Z","ESP","drifting_longlines","9ad881d8e-e3dc-fbe6-83d0-bf8f08ae6782",0,"2017-12-09T18:42:55Z",224106220,4236,838,"HMN FERNANDEZ DIAZ","AIS","Fishing","list(2017)","public-global-fishing-vessels:v20201001",86.913086
"EBVP","2018-04-26T17:32:37Z","ESP","drifting_longlines","55d3eda16-66e1-325b-f834-f179fee24f38",0,"2022-07-20T20:21:54Z",224106220,5777241,155834,"HNOS FERNANDEZ DIAZ","AIS","Fishing","list(2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2022-08-16T11:47:11Z","ESP","drifting_longlines","380ebb2bc-c5af-f22e-48ec-9a4e969811e6",0,"2023-11-24T07:58:55Z",224106220,7903827,199490,"HNOSFERNANDEZDIAZ","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2022-07-18T00:35:19.93Z","ESP","drifting_longlines","09dd1a9a1-1f51-4232-8878-8ad97fb61d7b",0,"2022-08-09T10:16:28Z",224106220,120302,8192,"HERMANOSFERNANDEZDIA","AIS","Fishing","list(2022)","public-global-fishing-vessels:v20201001",86.913086
NA,"2013-05-22T11:22:45Z","ESP","drifting_longlines","3daba9e42-202c-b1d9-c02e-7901b9a15799",NA,"2022-03-14T11:49:35Z",224093790,2748,332,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"","2013-05-27T15:37:29Z","ESP","drifting_longlines","535f4d42f-fa6f-294c-c51e-5d5595e38d6c",0,"2019-08-28T22:53:41Z",224093790,384478,45285,"PESCANXANETA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"266896","2019-10-11T11:13:17Z","ESP","drifting_longlines","4ce3aed72-2217-69c0-6f0a-fa79919c52df",0,"2023-11-26T23:31:10Z",224093790,3250050,131233,"PESCANXANETA","AIS","Fishing","list(2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-11-07T10:39:18Z","ITA","drifting_longlines","fcf0122f1-117a-5cc1-f0cf-1774384f19dd",NA,"2021-02-18T09:28:51Z",247305860,732,95,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",90.999695
"IIQB2","2013-05-27T09:23:11Z","ITA","drifting_longlines","abb4ec1a5-5a60-61e9-d551-cc1045eb2c16",27710,"2014-07-31T20:19:38Z",247305860,65740,4548,"MN JONATHAN","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",90.999695
"IIQB2","2015-06-19T09:40:16Z","ITA","drifting_longlines","3c590c665-5422-1a2f-00de-260adab8495a",0,"2023-11-26T23:57:50Z",247305860,10090915,402337,"JONATHAN","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
"IIQB2","2014-08-02T16:45:38Z","ITA","drifting_longlines","f2ed32211-1288-9a69-cb67-75b71e87a765",27710,"2016-06-26T07:30:26Z",247305860,177109,12480,"","AIS","Fishing","list(2014, 2015, 2016)","public-global-fishing-vessels:v20201001",90.999695
"EB5161","2015-07-09T18:44:38Z","ESP","fishing","bd2ae92a7-7b99-3bfb-3593-3630b493977f",0,"2023-09-18T16:48:17Z",224292970,42108935,774248,"LA CHANCA","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2016-07-26T08:37:17Z","ESP","fishing","e02fa716d-d658-9994-020a-6d9e8b1ebac3",NA,"2018-09-18T23:42:15Z",224292970,11233,1873,NA,"AIS","Fishing","list(2016, 2017, 2018)","public-global-fishing-vessels:v20201001",95.701996
"EA6225","2014-05-24T09:31:09Z","ESP","drifting_longlines","c77a8fdb5-54a7-e7db-7b1e-68c41ec1cbcb",0,"2021-05-15T03:58:36Z",224072270,1678981,11974,"SALVADOR EL FORTUNA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"EA6225","2014-05-27T13:16:17Z","ESP","drifting_longlines","4b3904430-0eaa-8a18-1d36-89185c04680b",0,"2021-07-22T05:28:21Z",224072270,21136478,182720,"SALVADOR EL FORTUNA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"EA6225","2021-07-23T11:11:17Z","ESP","drifting_longlines","e5603bb67-7c95-b49a-abf9-768838784a62",0,"2023-11-26T23:59:03Z",224072270,22116738,215095,"JUAN EL RATA","AIS","Fishing","list(2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"IZDI","2013-06-16T05:57:43Z","ITA","fishing","6e2a02870-0f84-9b07-3db9-2cdf1c24c077",0,"2013-06-21T17:57:10Z",247140040,526,139,"247140040","AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",134.00786
"IZDI","2013-06-24T09:46:24Z","ITA","fishing","f09d7733e-e5be-478f-07f8-e1db33cae218",0,"2013-07-30T00:37:39Z",247140040,9064,1491,"","AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",86.913086
NA,"2012-12-26T07:11:59Z","ITA","fishing","0ca7bf953-3947-8567-b993-3fffeeee4b31",NA,"2019-12-20T08:01:21Z",247140040,946,140,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019)","public-global-fishing-vessels:v20201001",86.913086
"","2013-06-06T11:18:55Z","ITA","fishing","eaed9ed31-1316-7191-e73d-871b1158e281",0,"2013-06-13T11:10:49Z",247140040,598,81,"ANDREA DORIA","AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",86.913086
"IZDI","2013-08-06T05:30:46Z","ITA","fishing","b1a0d544f-f751-b8b8-6423-90a943a9faea",0,"2023-08-03T13:21:11Z",247140040,4206035,155149,"MN/A.DORIA CT288","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",86.913086
"IZDI","2014-05-02T08:25:44Z","ITA","fishing","d6e3ec525-5483-a7f8-4290-6197a97ea197",0,"2014-06-27T21:24:38Z",247140040,1754,293,"A-DORIA CT288","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",86.913086
"IZDI","2023-08-05T03:21:14Z","ITA","fishing","e6ce09ebe-e388-f6f8-e2dc-31a2f5efe8e1",0,"2023-11-02T08:07:43Z",247140040,1304757,59756,"A.DORIA","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",86.913086
"","2017-06-27T09:14:42Z","ESP","pots_and_traps","85f2e8c40-0160-8919-2b5c-921ea516d3e2",NA,"2018-06-17T05:26:07Z",224142250,42438,4567,"IRIFI","AIS","Fishing","list(2017)","public-global-fishing-vessels:v20201001",99.78859
"EA3951","2013-02-13T10:39:19Z","ESP","drifting_longlines","eb635e44c-c98d-9b58-1fba-572c777adff3",0,"2023-11-26T23:59:20Z",224082260,35276256,701683,"SIEMPRE KALIMA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
